Asset Class,VOC Emissions,Acoustic / Vibration,CPU Utilization,Mechanical Load,Axis Elevation / Altitude,Actuator Torque,Thermal Load,Remote Override Flag,Airborne Status,Compromise Risk Index
robot_arm,123.0,40.5,137.95000000000002,258.9,271.9465906997464,75.0,26.529545454545456,0,0,3846.0
robot_arm,57.0,25.5,150.4,153.9,260.9326032289896,42.5,29.852272727272727,0,0,4330.0
cnc_machine,585.0,72.0,29.635,426.9,396.2623466478985,98.0,14.215909090909092,0,0,0.0
plc_controller,57.0,13.0,170.32000000000002,59.400000000000006,186.40395986897195,8.5,22.425000000000004,0,0,0.0
winged_rat,402.0,45.5,66.985,351.3,333.31769246802736,65.5,34.93409090909091,0,1,0.0
cnc_machine,531.0,86.5,15.94,397.5,365.8103218616316,98.5,16.072727272727274,0,0,0.0
robot_arm,165.0,32.5,165.34,290.40000000000003,324.2593274282285,56.5,24.86818181818182,0,0,4360.0
cnc_machine,522.0,82.0,24.655,450.0,400.5241480365007,100.0,16.756818181818183,0,0,0.0
plc_controller,75.0,6.0,162.85000000000002,53.1,149.68772091720396,27.5,26.23636363636364,0,0,0.0
agv_units,363.0,34.0,144.175,349.2,373.3177380663281,83.0,8.743181818181819,0,1,0.0
robot_arm,117.0,27.0,210.16000000000005,208.5,249.5276844920268,43.0,31.904545454545456,1,0,5845.0
agv_units,279.0,37.5,105.58,389.1,370.1925257633163,57.5,8.254545454545454,0,1,0.0
robot_arm,222.0,37.5,125.5,305.1,330.62217730985213,38.5,22.327272727272728,0,0,3080.0
robot_arm,165.0,33.5,132.97,210.6,226.841238926922,84.0,27.800000000000004,0,0,3431.0
robot_arm,195.0,38.0,132.97,275.70000000000005,269.1355801141309,67.0,30.04772727272728,0,0,3371.0
cnc_machine,600.0,80.0,33.370000000000005,393.3,343.5613279343959,92.5,15.975,0,0,0.0
winged_rat,360.0,29.0,34.615,317.7,306.7207285184789,76.5,34.25,0,1,0.0
winged_rat,360.0,42.5,25.9,319.8,343.3335390251055,59.5,38.35454545454546,0,1,0.0
winged_rat,375.0,38.5,38.35,349.2,275.61285015200207,77.0,34.44545454545455,0,1,0.0
cnc_machine,519.0,76.5,14.695,263.1,268.94218010517653,89.5,16.170454545454547,0,0,0.0
plc_controller,69.0,8.5,182.77,189.6,204.80599622069556,20.0,26.040909090909093,0,0,0.0
robot_arm,189.0,32.5,134.215,179.1,193.6024856229141,70.0,33.76136363636364,0,0,3310.0
robot_arm,72.0,24.0,246.265,231.6,254.95944222085768,45.0,22.03409090909091,1,0,6844.0
cnc_machine,528.0,85.0,28.39,403.8,390.6188372624308,93.0,16.952272727272728,0,0,0.0
winged_rat,402.0,30.0,34.615,342.90000000000003,309.0212902647611,69.0,37.86590909090909,0,1,0.0
winged_rat,306.0,42.0,50.8,319.8,290.51969014017635,85.0,29.754545454545458,0,1,0.0
winged_rat,372.0,33.0,69.47500000000001,399.6,358.8969383371684,73.5,37.08409090909091,0,1,0.0
plc_controller,72.0,5.0,145.42000000000002,177.0,214.639578313854,23.5,29.168181818181814,0,0,0.0
agv_units,312.0,40.5,150.4,355.5,336.7935072575069,92.0,4.052272727272728,0,1,0.0
agv_units,318.0,32.0,98.11,336.6,328.03452681751736,81.0,7.863636363636363,0,0,0.0
cnc_machine,519.0,84.5,9.715,363.9,344.56397000314354,99.5,17.147727272727273,0,0,0.0
winged_rat,426.0,39.5,50.8,315.6,340.23769710474,68.5,39.03863636363637,0,1,0.0
robot_arm,114.0,39.0,144.175,275.70000000000005,272.22986426233064,59.0,27.213636363636365,0,0,4028.0
plc_controller,108.0,4.0,136.705,118.2,203.3534553439835,21.0,23.5,0,0,0.0
winged_rat,423.0,32.0,43.330000000000005,315.6,322.91086023306707,69.5,35.91136363636364,0,1,0.0
cnc_machine,582.0,82.0,29.635,349.2,302.7456041687771,93.0,14.900000000000002,0,0,0.0
robot_arm,99.0,48.5,118.03000000000002,195.9,267.47145450501495,56.5,36.49772727272728,0,0,3448.0
agv_units,375.0,36.5,130.48000000000002,361.8,310.5771754281077,79.5,8.645454545454546,0,1,0.0
winged_rat,330.0,36.0,71.965,361.8,366.6801551516776,66.5,,0,1,0.0
agv_units,342.0,33.5,113.05,437.4,385.4253110491263,42.5,6.886363636363637,0,1,0.0
plc_controller,45.0,12.5,159.115,137.10000000000002,198.7391325138463,14.0,26.138636363636365,0,0,0.0
cnc_machine,534.0,72.0,4.735,420.6,386.199896073549,94.5,18.418181818181814,0,0,0.0
agv_units,264.0,25.5,142.93,292.5,282.53554185667974,85.0,6.593181818181819,0,0,0.0
winged_rat,321.0,31.0,52.045,324.0,317.7905877867845,72.5,36.10681818181818,0,1,0.0
plc_controller,3.0,2.0,140.44,120.3,190.79938189212885,18.5,27.506818181818183,0,0,0.0
robot_arm,48.0,25.5,155.38000000000002,206.4,237.36562182240155,69.0,25.94318181818182,0,0,4522.0
agv_units,300.0,36.5,137.95000000000002,338.7,345.0229377977024,,5.322727272727273,0,0,0.0
winged_rat,309.0,40.5,58.27,328.2,324.1541034703882,90.0,36.888636363636365,0,1,0.0
agv_units,237.0,20.5,149.155,326.1,307.770298051308,65.0,9.329545454545457,0,0,0.0
winged_rat,315.0,41.5,,313.5,315.5262417715396,87.5,39.13636363636364,0,1,0.0
agv_units,270.0,33.0,124.255,355.5,375.8022382721576,82.5,8.645454545454546,0,1,0.0
robot_arm,216.0,30.5,157.87,219.0,213.24260453791416,55.0,25.65,0,0,3972.0
agv_units,357.0,21.0,132.97,305.1,280.5126971011574,95.0,7.668181818181819,0,0,0.0
robot_arm,102.0,33.5,142.93,321.90000000000003,327.54424188147226,66.0,26.431818181818183,0,0,4080.0
agv_units,300.0,37.0,129.235,277.8,259.18636723103447,88.0,7.081818181818182,0,0,0.0
cnc_machine,531.0,80.0,28.39,410.1,373.5883127113018,99.5,16.463636363636365,0,0,0.0
plc_controller,24.0,9.5,144.175,97.2,171.52094011952136,30.5,29.46136363636364,0,0,0.0
winged_rat,384.0,44.0,71.965,355.5,346.83368220696394,86.5,35.42272727272728,0,1,0.0
robot_arm,0.0,24.5,141.685,330.3,320.5387719664288,55.0,30.34090909090909,0,0,4273.0
plc_controller,9.0,7.5,142.93,57.3,157.53294411416252,18.0,25.94318181818182,0,0,0.0
agv_units,291.0,38.5,120.52,313.5,267.15693240643765,72.0,8.743181818181819,0,0,0.0
cnc_machine,564.0,78.0,47.065000000000005,445.8,402.6093050652005,96.0,18.125,0,0,0.0
cnc_machine,507.0,74.5,38.35,450.0,396.5317468921623,98.0,16.854545454545455,0,0,0.0
plc_controller,18.0,16.0,164.09500000000003,105.6,124.43329443995216,27.0,28.19090909090909,0,0,0.0
winged_rat,414.0,36.5,59.51500000000001,361.8,331.44353735334954,81.5,36.20454545454545,0,1,0.0
plc_controller,108.0,4.5,156.625,179.1,228.2922695044096,18.0,22.03409090909091,0,0,0.0
cnc_machine,531.0,86.0,62.005,412.2,409.9067390560922,85.5,18.71136363636364,0,0,0.0
plc_controller,57.0,15.0,146.66500000000002,143.4,158.65471611654888,22.5,23.988636363636363,0,0,0.0
winged_rat,387.0,36.0,42.085,366.0,343.9541955009873,80.0,42.36136363636364,0,1,0.0
winged_rat,423.0,32.0,38.35,349.2,303.0629890817934,70.5,36.49772727272728,0,1,0.0
plc_controller,36.0,7.0,155.38000000000002,122.4,165.93372944023608,31.5,28.093181818181822,0,0,0.0
winged_rat,420.0,36.0,58.27,355.5,350.38340907728167,60.5,33.07727272727273,0,1,0.0
winged_rat,393.0,38.5,44.575,317.7,329.29507927294367,89.5,34.73863636363637,0,1,0.0
agv_units,333.0,25.5,109.315,347.1,348.0276944347804,62.5,6.202272727272727,0,1,0.0
plc_controller,114.0,20.5,147.91000000000005,42.6,137.76687265902484,30.0,24.184090909090912,0,0,0.0
plc_controller,42.0,12.0,145.42000000000002,114.0,160.58226601891337,17.5,30.63409090909091,0,0,0.0
agv_units,348.0,35.5,147.91000000000005,357.6,330.1599420274481,69.5,4.931818181818182,0,1,0.0
winged_rat,381.0,39.5,38.35,389.1,380.1845509052148,74.0,32.4909090909091,0,1,0.0
winged_rat,405.0,42.5,50.8,349.2,319.76997340039185,76.0,31.70909090909091,0,1,0.0
robot_arm,93.0,27.0,236.305,225.3,213.2851696623921,43.0,27.115909090909096,1,0,6515.0
cnc_machine,558.0,81.0,5.98,429.0,334.1058841302263,95.0,17.147727272727273,0,0,0.0
agv_units,312.0,48.0,108.07,319.8,305.76254372579973,87.5,6.593181818181819,0,0,0.0
winged_rat,399.0,37.5,53.290000000000006,307.2,319.0978043224098,60.0,31.70909090909091,0,1,0.0
agv_units,291.0,53.0,145.42000000000002,363.9,320.5278247032045,79.5,5.2250000000000005,0,1,0.0
plc_controller,54.0,7.0,170.32000000000002,124.5,208.50407363728263,24.0,24.96590909090909,0,0,0.0
agv_units,336.0,24.5,54.535,384.9,376.3862193734169,61.0,5.2250000000000005,0,1,0.0
agv_units,336.0,32.5,132.97,286.2,244.64791901700207,57.0,9.427272727272728,0,0,0.0
plc_controller,72.0,6.5,124.255,118.2,189.85975084146727,22.0,26.822727272727278,0,0,0.0
agv_units,285.0,32.0,140.44,338.7,297.4808709517054,63.0,6.886363636363637,0,0,0.0
winged_rat,411.0,44.5,55.78,353.40000000000003,292.0881271844356,70.0,33.956818181818186,0,1,0.0
plc_controller,63.0,8.0,160.36,74.1,159.3143123459466,15.0,26.529545454545456,0,0,0.0
robot_arm,126.0,36.5,132.97,263.1,265.4421604550729,74.0,28.093181818181822,0,0,3729.0
plc_controller,24.0,16.5,147.91000000000005,141.3,226.2258052777399,20.0,19.49318181818182,0,0,0.0
cnc_machine,504.0,82.0,45.82000000000001,405.9,402.4464825209183,94.0,16.561363636363637,0,0,0.0
cnc_machine,558.0,79.0,42.085,405.9,342.4247670407817,90.0,18.71136363636364,0,0,0.0
cnc_machine,471.0,82.0,25.9,416.4,374.7079294964561,98.5,17.44090909090909,0,0,0.0
robot_arm,219.0,15.5,99.355,187.5,242.11968382242756,67.0,27.40909090909091,0,0,2086.0
plc_controller,105.0,20.5,152.89,168.6,182.3288208735626,23.0,24.575000000000003,0,0,0.0
cnc_machine,570.0,79.5,10.96,447.9,373.27638549815936,100.0,17.24545454545455,0,0,0.0
winged_rat,369.0,38.0,18.43,330.3,325.83064261745545,69.0,40.993181818181824,0,1,0.0
winged_rat,375.0,34.0,37.105,349.2,384.4112696471796,70.5,32.58863636363637,0,1,0.0
plc_controller,51.0,18.0,165.34,80.4,144.864029429708,11.0,27.213636363636365,0,0,0.0
plc_controller,63.0,10.0,160.36,46.8,113.24701813940788,17.0,26.23636363636364,0,0,0.0
robot_arm,243.0,40.5,147.91000000000005,294.6,317.5430441347369,82.0,29.07045454545455,0,0,3605.0
cnc_machine,564.0,81.5,44.575,450.0,398.34759948524606,93.5,17.34318181818182,0,0,0.0
agv_units,327.0,47.0,136.705,410.1,385.0736350717004,73.5,7.277272727272727,0,1,0.0
agv_units,363.0,24.0,118.03000000000002,347.1,369.1384795269748,46.5,6.495454545454546,0,1,0.0
cnc_machine,588.0,84.5,25.9,368.1,300.00252497264535,92.5,19.395454545454548,0,0,0.0
robot_arm,165.0,31.0,147.91000000000005,324.0,314.18680708159627,55.0,28.875,0,0,3941.0
agv_units,384.0,23.5,125.5,349.2,365.6671371162875,80.5,7.863636363636363,0,1,0.0
robot_arm,99.0,27.5,233.81500000000003,151.8,188.22659851843247,39.5,27.60454545454546,1,0,6554.0
agv_units,357.0,44.0,125.5,403.8,408.370983149284,81.5,5.420454545454545,0,1,0.0
winged_rat,435.0,41.0,24.655,353.40000000000003,357.2083368960972,84.0,34.152272727272724,0,1,0.0
plc_controller,66.0,1.0,136.705,168.6,229.69077494095757,20.5,26.23636363636364,0,0,0.0
winged_rat,375.0,43.0,38.35,363.9,342.22786778357624,85.5,34.25,0,1,0.0
robot_arm,45.0,34.5,136.705,240.0,258.62119879578603,65.5,27.800000000000004,0,0,3992.0
plc_controller,72.0,2.0,141.685,107.7,186.66051475444812,22.5,23.793181818181814,0,0,0.0
cnc_machine,576.0,77.5,49.55500000000001,408.0,379.70511883827055,87.5,17.34318181818182,0,0,0.0
robot_arm,225.0,43.5,155.38000000000002,204.3,232.70826606628455,62.5,29.46136363636364,0,0,3883.0
agv_units,369.0,49.5,157.87,300.90000000000003,285.79294892503003,97.0,4.931818181818182,0,0,0.0
robot_arm,120.0,34.0,142.93,208.5,248.40551915160512,65.0,32.19772727272728,0,0,4009.0
cnc_machine,537.0,79.0,13.45,330.3,308.87300911337974,93.5,12.652272727272727,0,0,0.0
agv_units,339.0,48.0,129.235,321.90000000000003,369.721563051857,62.5,6.788636363636364,0,0,0.0
plc_controller,72.0,5.0,166.585,118.2,163.6556959594961,21.0,28.581818181818186,0,0,0.0
robot_arm,108.0,39.0,151.645,233.7,225.19612020565123,59.0,29.168181818181814,0,0,4295.0
plc_controller,54.0,15.0,154.13500000000002,128.7,199.4417115096626,15.5,25.94318181818182,0,0,0.0
robot_arm,126.0,24.5,242.53000000000003,120.3,180.72847790813464,54.5,22.718181818181822,1,0,6560.0
agv_units,342.0,44.0,134.215,363.9,305.5564544377495,81.5,4.931818181818182,0,1,0.0
cnc_machine,591.0,77.0,33.370000000000005,405.9,393.73112591297127,93.0,15.584090909090907,0,0,0.0
plc_controller,15.0,14.5,139.19500000000002,122.4,218.8590008234196,17.0,25.356818181818184,0,0,0.0
robot_arm,159.0,28.0,221.365,242.1,251.08761466604875,52.0,25.747727272727275,1,0,5993.0
cnc_machine,456.0,74.0,25.9,248.4,282.2518565473261,98.5,15.681818181818182,0,0,0.0
plc_controller,78.0,14.0,150.4,90.9,180.1754693828181,25.5,23.01136363636364,0,0,0.0
winged_rat,405.0,40.0,63.25000000000001,361.8,347.69199772236783,80.0,33.76136363636364,0,1,0.0
plc_controller,87.0,13.0,156.625,116.1,194.63710824025765,13.5,25.747727272727275,0,0,0.0
cnc_machine,525.0,78.5,1.0,240.0,206.58405730636417,96.0,17.34318181818182,0,0,0.0
plc_controller,78.0,10.0,166.585,116.1,157.5429495819159,18.0,26.920454545454547,0,0,0.0
robot_arm,183.0,39.0,152.89,284.1,275.4011002956095,65.5,27.506818181818183,0,0,3994.0
winged_rat,360.0,36.0,34.615,319.8,353.4010480495909,73.0,31.806818181818183,0,1,0.0
winged_rat,390.0,46.0,37.105,357.6,323.7594176246864,96.0,39.42954545454546,0,1,0.0
cnc_machine,561.0,93.0,39.595000000000006,450.0,355.3174364966543,89.0,17.147727272727273,0,0,0.0
agv_units,321.0,35.5,115.54,366.0,346.882602043326,77.0,5.029545454545454,0,1,0.0
cnc_machine,600.0,77.5,39.595000000000006,408.0,420.00651502226566,93.5,16.756818181818183,0,0,0.0
winged_rat,426.0,50.5,39.595000000000006,351.3,332.17710296509864,94.0,37.86590909090909,0,1,0.0
winged_rat,420.0,41.5,70.72,311.40000000000003,278.10301958935275,83.5,42.06818181818182,0,1,0.0
winged_rat,444.0,41.0,58.27,368.1,347.89249162683586,76.5,37.37727272727273,0,1,0.0
robot_arm,105.0,33.5,130.48000000000002,261.0,292.58121594989336,76.5,28.38636363636364,0,0,3629.0
winged_rat,324.0,29.0,60.760000000000005,351.3,338.0426964307685,65.5,37.475,0,1,0.0
winged_rat,393.0,42.5,14.695,336.6,316.6484593938924,85.5,36.009090909090915,0,1,0.0
cnc_machine,,80.0,29.635,429.0,381.5028624737068,85.0,15.779545454545456,0,0,0.0
plc_controller,0.0,0.0,156.625,109.8,143.54501910418847,13.5,29.754545454545458,0,0,0.0
cnc_machine,570.0,84.5,34.615,450.0,399.1436665049504,94.0,17.05,0,0,0.0
agv_units,330.0,26.5,127.99,357.6,325.99406009041905,63.5,10.013636363636364,0,1,0.0
cnc_machine,552.0,84.5,17.185000000000002,389.1,332.5625287386471,99.0,15.486363636363638,0,0,0.0
winged_rat,468.0,44.0,43.330000000000005,353.40000000000003,353.4737095527392,75.5,35.81363636363636,0,1,0.0
robot_arm,171.0,28.5,136.705,221.1,244.6696965187305,80.0,26.33409090909091,0,0,3420.0
agv_units,288.0,48.5,116.785,435.3,393.54835498373166,,6.3977272727272725,0,1,0.0
plc_controller,54.0,12.0,144.175,109.8,185.67158311752905,19.0,28.288636363636368,0,0,0.0
plc_controller,99.0,3.0,167.83,156.0,182.63482994522607,10.5,29.950000000000003,0,0,0.0
agv_units,288.0,37.0,108.07,273.6,265.86150172737484,79.0,5.615909090909091,0,0,0.0
winged_rat,336.0,33.0,52.045,355.5,376.0144171096357,61.0,43.04545454545455,0,1,0.0
agv_units,297.0,35.0,120.52,326.1,317.03029094954536,83.0,7.961363636363637,0,0,0.0
agv_units,348.0,29.5,127.99,355.5,339.14815388172065,67.0,6.886363636363637,0,1,0.0
plc_controller,9.0,20.0,165.34,141.3,230.4190806291711,16.5,26.23636363636364,0,0,0.0
robot_arm,207.0,26.0,147.91000000000005,282.0,299.9178114340179,57.5,22.81590909090909,0,0,3680.0
winged_rat,381.0,44.0,34.615,347.1,324.47536182755925,82.0,36.790909090909096,0,1,0.0
cnc_machine,504.0,87.5,30.880000000000003,450.0,420.7963277103536,97.5,18.418181818181814,0,0,0.0
winged_rat,399.0,31.5,40.84,368.1,374.20149651037866,70.0,35.71590909090909,0,1,0.0
robot_arm,210.0,36.5,123.01,279.9,246.09103553620375,70.0,35.22727272727273,0,0,3056.0
plc_controller,69.0,15.5,137.95000000000002,76.2,138.5888801548653,12.0,29.656818181818185,0,0,0.0
agv_units,345.0,26.5,135.46,324.0,295.1897654139902,83.0,7.961363636363637,0,0,0.0
plc_controller,18.0,7.0,142.93,118.2,176.95800216662445,23.0,24.770454545454548,0,0,0.0
plc_controller,60.0,4.0,137.95000000000002,160.20000000000002,201.99305998364852,24.0,27.60454545454546,0,0,0.0
winged_rat,348.0,41.5,35.86,324.0,313.7928072065717,74.0,40.7,0,1,0.0
robot_arm,135.0,50.5,154.13500000000002,263.1,264.99971538259683,48.0,29.363636363636363,0,0,4366.0
robot_arm,144.0,43.5,164.09500000000003,172.8,224.22488332941168,45.5,31.31818181818182,0,0,4504.0
agv_units,318.0,19.5,115.54,345.0,331.0021660976857,75.5,8.743181818181819,0,0,0.0
winged_rat,411.0,38.5,45.82000000000001,368.1,385.6534884324367,85.5,36.30227272727273,0,1,0.0
plc_controller,51.0,10.0,149.155,143.4,170.02635226517788,21.0,24.08636363636364,0,0,0.0
cnc_machine,561.0,84.5,27.145000000000003,275.70000000000005,294.93210177274267,93.5,15.388636363636364,0,0,0.0
winged_rat,369.0,41.5,32.125,334.5,348.48980127841685,71.0,38.06136363636364,0,1,0.0
agv_units,285.0,27.0,113.05,368.1,342.1650169486062,64.5,6.690909090909091,0,1,0.0
winged_rat,420.0,35.5,45.82000000000001,347.1,340.4404164501535,82.5,34.73863636363637,0,1,0.0
robot_arm,129.0,20.5,220.12,208.5,222.5368714480548,54.0,30.53636363636364,1,0,5847.0
cnc_machine,549.0,87.5,25.9,441.6,398.0169396010358,93.0,16.26818181818182,0,0,0.0
agv_units,345.0,40.5,129.235,338.7,344.3849312228307,94.5,7.277272727272727,0,0,0.0
robot_arm,126.0,32.5,124.255,309.3,275.7678728404176,,28.093181818181822,0,0,3336.0
agv_units,348.0,32.0,136.705,374.4,311.3930052290163,84.5,5.322727272727273,0,1,0.0
winged_rat,423.0,50.5,73.21000000000001,324.0,336.1090262739822,76.0,34.152272727272724,0,1,0.0
cnc_machine,483.0,75.5,28.39,349.2,322.4993478900616,97.5,15.584090909090907,0,0,0.0
robot_arm,159.0,37.0,131.72500000000002,210.6,242.6387017127553,62.5,31.806818181818183,0,0,3448.0
plc_controller,51.0,8.5,159.115,76.2,174.3014747395966,19.5,24.575000000000003,0,0,0.0
agv_units,393.0,29.5,101.845,387.0,346.28615916345893,70.0,6.104545454545455,0,1,0.0
cnc_machine,540.0,77.0,23.410000000000004,420.6,411.27683530167326,99.0,16.854545454545455,0,0,0.0
agv_units,336.0,34.5,108.07,399.6,377.9002512662601,78.5,6.886363636363637,0,1,0.0
